,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Fitness,Max Evaluations,Elapsed Time (ms)
928,28,100,100,3000,0.04,0.1,90.0,3000,41.0
929,29,100,100,3000,0.04,0.1,88.0,3000,43.0
930,0,100,100,3000,0.04,0.2,92.0,3000,43.0
931,1,100,100,3000,0.04,0.2,87.0,3000,42.0
932,2,100,100,3000,0.04,0.2,90.0,3000,42.0
933,3,100,100,3000,0.04,0.2,89.0,3000,43.0
934,4,100,100,3000,0.04,0.2,88.0,3000,43.0
935,5,100,100,3000,0.04,0.2,89.0,3000,44.0
936,6,100,100,3000,0.04,0.2,90.0,3000,42.0
937,7,100,100,3000,0.04,0.2,89.0,3000,43.0
938,8,100,100,3000,0.04,0.2,88.0,3000,42.0
939,9,100,100,3000,0.04,0.2,92.0,3000,41.0
940,10,100,100,3000,0.04,0.2,90.0,3000,42.0
941,11,100,100,3000,0.04,0.2,89.0,3000,43.0
942,12,100,100,3000,0.04,0.2,88.0,3000,43.0
943,13,100,100,3000,0.04,0.2,91.0,3000,41.0
944,14,100,100,3000,0.04,0.2,91.0,3000,41.0
945,15,100,100,3000,0.04,0.2,91.0,3000,42.0
946,16,100,100,3000,0.04,0.2,91.0,3000,43.0
947,17,100,100,3000,0.04,0.2,89.0,3000,42.0
948,18,100,100,3000,0.04,0.2,90.0,3000,42.0
949,19,100,100,3000,0.04,0.2,90.0,3000,42.0
950,20,100,100,3000,0.04,0.2,89.0,3000,42.0
951,21,100,100,3000,0.04,0.2,91.0,3000,42.0
952,22,100,100,3000,0.04,0.2,92.0,3000,41.0
953,23,100,100,3000,0.04,0.2,89.0,3000,42.0
954,24,100,100,3000,0.04,0.2,89.0,3000,42.0
955,25,100,100,3000,0.04,0.2,87.0,3000,42.0
956,26,100,100,3000,0.04,0.2,91.0,3000,42.0
957,27,100,100,3000,0.04,0.2,90.0,3000,42.0
958,28,100,100,3000,0.04,0.2,90.0,3000,43.0
959,29,100,100,3000,0.04,0.2,88.0,3000,41.0
960,0,100,100,3000,0.04,0.3,92.0,3000,42.0
961,1,100,100,3000,0.04,0.3,88.0,3000,44.0
962,2,100,100,3000,0.04,0.3,91.0,3000,43.0
963,3,100,100,3000,0.04,0.3,91.0,3000,41.0
964,4,100,100,3000,0.04,0.3,91.0,3000,42.0
965,5,100,100,3000,0.04,0.3,95.0,3000,43.0
966,6,100,100,3000,0.04,0.3,91.0,3000,42.0
967,7,100,100,3000,0.04,0.3,92.0,3000,41.0
968,8,100,100,3000,0.04,0.3,91.0,3000,44.0
969,9,100,100,3000,0.04,0.3,90.0,3000,43.0
970,10,100,100,3000,0.04,0.3,92.0,3000,42.0
971,11,100,100,3000,0.04,0.3,91.0,3000,43.0
972,12,100,100,3000,0.04,0.3,91.0,3000,43.0
973,13,100,100,3000,0.04,0.3,90.0,3000,43.0
974,14,100,100,3000,0.04,0.3,90.0,3000,41.0
975,15,100,100,3000,0.04,0.3,90.0,3000,41.0
976,16,100,100,3000,0.04,0.3,92.0,3000,42.0
977,17,100,100,3000,0.04,0.3,90.0,3000,41.0
978,18,100,100,3000,0.04,0.3,91.0,3000,44.0
979,19,100,100,3000,0.04,0.3,92.0,3000,43.0
980,20,100,100,3000,0.04,0.3,93.0,3000,41.0
981,21,100,100,3000,0.04,0.3,90.0,3000,42.0
982,22,100,100,3000,0.04,0.3,91.0,3000,43.0
983,23,100,100,3000,0.04,0.3,90.0,3000,43.0
984,24,100,100,3000,0.04,0.3,90.0,3000,41.0
985,25,100,100,3000,0.04,0.3,89.0,3000,42.0
986,26,100,100,3000,0.04,0.3,92.0,3000,43.0
987,27,100,100,3000,0.04,0.3,90.0,3000,44.0
988,28,100,100,3000,0.04,0.3,91.0,3000,42.0
989,29,100,100,3000,0.04,0.3,89.0,3000,43.0
990,0,100,100,3000,0.04,0.4,91.0,3000,43.0
991,1,100,100,3000,0.04,0.4,91.0,3000,41.0
992,2,100,100,3000,0.04,0.4,90.0,3000,43.0
993,3,100,100,3000,0.04,0.4,91.0,3000,43.0
994,4,100,100,3000,0.04,0.4,93.0,3000,43.0
995,5,100,100,3000,0.04,0.4,92.0,3000,43.0
996,6,100,100,3000,0.04,0.4,93.0,3000,42.0
997,7,100,100,3000,0.04,0.4,91.0,3000,42.0
998,8,100,100,3000,0.04,0.4,94.0,3000,43.0
999,9,100,100,3000,0.04,0.4,92.0,3000,42.0
1000,10,100,100,3000,0.04,0.4,92.0,3000,41.0
1001,11,100,100,3000,0.04,0.4,93.0,3000,41.0
1002,12,100,100,3000,0.04,0.4,91.0,3000,43.0
1003,13,100,100,3000,0.04,0.4,90.0,3000,42.0
1004,14,100,100,3000,0.04,0.4,91.0,3000,42.0
1005,15,100,100,3000,0.04,0.4,93.0,3000,42.0
1006,16,100,100,3000,0.04,0.4,90.0,3000,42.0
1007,17,100,100,3000,0.04,0.4,90.0,3000,42.0
1008,18,100,100,3000,0.04,0.4,89.0,3000,42.0
1009,19,100,100,3000,0.04,0.4,91.0,3000,41.0
1010,20,100,100,3000,0.04,0.4,92.0,3000,43.0
1011,21,100,100,3000,0.04,0.4,91.0,3000,44.0
1012,22,100,100,3000,0.04,0.4,92.0,3000,42.0
1013,23,100,100,3000,0.04,0.4,91.0,3000,43.0
1014,24,100,100,3000,0.04,0.4,93.0,3000,42.0
1015,25,100,100,3000,0.04,0.4,92.0,3000,43.0
1016,26,100,100,3000,0.04,0.4,90.0,3000,42.0
1017,27,100,100,3000,0.04,0.4,92.0,3000,41.0
1018,28,100,100,3000,0.04,0.4,95.0,3000,42.0
1019,29,100,100,3000,0.04,0.4,91.0,3000,41.0
1020,0,100,100,3000,0.04,0.5,93.0,3000,42.0
1021,1,100,100,3000,0.04,0.5,92.0,3000,43.0
1022,2,100,100,3000,0.04,0.5,94.0,3000,42.0
1023,3,100,100,3000,0.04,0.5,91.0,3000,43.0
1024,4,100,100,3000,0.04,0.5,93.0,3000,43.0
1025,5,100,100,3000,0.04,0.5,91.0,3000,42.0
1026,6,100,100,3000,0.04,0.5,92.0,3000,43.0
1027,7,100,100,3000,0.04,0.5,92.0,3000,42.0
1028,8,100,100,3000,0.04,0.5,94.0,3000,42.0
1029,9,100,100,3000,0.04,0.5,94.0,3000,43.0
1030,10,100,100,3000,0.04,0.5,91.0,3000,42.0
1031,11,100,100,3000,0.04,0.5,93.0,3000,42.0
1032,12,100,100,3000,0.04,0.5,91.0,3000,42.0
1033,13,100,100,3000,0.04,0.5,93.0,3000,42.0
1034,14,100,100,3000,0.04,0.5,94.0,3000,43.0
1035,15,100,100,3000,0.04,0.5,92.0,3000,42.0
1036,16,100,100,3000,0.04,0.5,93.0,3000,43.0
1037,17,100,100,3000,0.04,0.5,93.0,3000,41.0
1038,18,100,100,3000,0.04,0.5,93.0,3000,43.0
1039,19,100,100,3000,0.04,0.5,91.0,3000,43.0
1040,20,100,100,3000,0.04,0.5,91.0,3000,44.0
1041,21,100,100,3000,0.04,0.5,93.0,3000,43.0
1042,22,100,100,3000,0.04,0.5,91.0,3000,43.0
1043,23,100,100,3000,0.04,0.5,90.0,3000,44.0
1044,24,100,100,3000,0.04,0.5,93.0,3000,43.0
1045,25,100,100,3000,0.04,0.5,93.0,3000,44.0
1046,26,100,100,3000,0.04,0.5,92.0,3000,42.0
1047,27,100,100,3000,0.04,0.5,90.0,3000,42.0
1048,28,100,100,3000,0.04,0.5,93.0,3000,42.0
1049,29,100,100,3000,0.04,0.5,93.0,3000,42.0
1050,0,100,100,3000,0.04,0.6,93.0,3000,43.0
1051,1,100,100,3000,0.04,0.6,93.0,3000,42.0
1052,2,100,100,3000,0.04,0.6,91.0,3000,43.0
1053,3,100,100,3000,0.04,0.6,93.0,3000,41.0
1054,4,100,100,3000,0.04,0.6,93.0,3000,43.0
1055,5,100,100,3000,0.04,0.6,93.0,3000,42.0
1056,6,100,100,3000,0.04,0.6,93.0,3000,42.0
1057,7,100,100,3000,0.04,0.6,95.0,3000,41.0
1058,8,100,100,3000,0.04,0.6,91.0,3000,42.0
1059,9,100,100,3000,0.04,0.6,92.0,3000,42.0
1060,10,100,100,3000,0.04,0.6,93.0,3000,42.0
1061,11,100,100,3000,0.04,0.6,94.0,3000,43.0
1062,12,100,100,3000,0.04,0.6,92.0,3000,43.0
1063,13,100,100,3000,0.04,0.6,94.0,3000,41.0
1064,14,100,100,3000,0.04,0.6,95.0,3000,42.0
1065,15,100,100,3000,0.04,0.6,91.0,3000,44.0
1066,16,100,100,3000,0.04,0.6,92.0,3000,42.0
1067,17,100,100,3000,0.04,0.6,91.0,3000,42.0
1068,18,100,100,3000,0.04,0.6,90.0,3000,42.0
1069,19,100,100,3000,0.04,0.6,91.0,3000,42.0
1070,20,100,100,3000,0.04,0.6,94.0,3000,41.0
1071,21,100,100,3000,0.04,0.6,92.0,3000,42.0
1072,22,100,100,3000,0.04,0.6,91.0,3000,43.0
1073,23,100,100,3000,0.04,0.6,94.0,3000,42.0
1074,24,100,100,3000,0.04,0.6,92.0,3000,42.0
1075,25,100,100,3000,0.04,0.6,91.0,3000,42.0
1076,26,100,100,3000,0.04,0.6,92.0,3000,42.0
1077,27,100,100,3000,0.04,0.6,91.0,3000,42.0
1078,28,100,100,3000,0.04,0.6,95.0,3000,43.0
1079,29,100,100,3000,0.04,0.6,91.0,3000,42.0
1080,0,100,100,3000,0.04,0.7,93.0,3000,43.0
1081,1,100,100,3000,0.04,0.7,92.0,3000,43.0
1082,2,100,100,3000,0.04,0.7,94.0,3000,43.0
1083,3,100,100,3000,0.04,0.7,94.0,3000,42.0
1084,4,100,100,3000,0.04,0.7,95.0,3000,44.0
1085,5,100,100,3000,0.04,0.7,92.0,3000,42.0
1086,6,100,100,3000,0.04,0.7,96.0,3000,42.0
1087,7,100,100,3000,0.04,0.7,94.0,3000,43.0
1088,8,100,100,3000,0.04,0.7,92.0,3000,42.0
1089,9,100,100,3000,0.04,0.7,92.0,3000,42.0
1090,10,100,100,3000,0.04,0.7,95.0,3000,43.0
1091,11,100,100,3000,0.04,0.7,93.0,3000,43.0
1092,12,100,100,3000,0.04,0.7,94.0,3000,43.0
1093,13,100,100,3000,0.04,0.7,91.0,3000,42.0
1094,14,100,100,3000,0.04,0.7,93.0,3000,43.0
1095,15,100,100,3000,0.04,0.7,94.0,3000,42.0
1096,16,100,100,3000,0.04,0.7,95.0,3000,44.0
1097,17,100,100,3000,0.04,0.7,93.0,3000,43.0
1098,18,100,100,3000,0.04,0.7,93.0,3000,42.0
1099,19,100,100,3000,0.04,0.7,94.0,3000,43.0
1100,20,100,100,3000,0.04,0.7,93.0,3000,42.0
1101,21,100,100,3000,0.04,0.7,93.0,3000,45.0
1102,22,100,100,3000,0.04,0.7,93.0,3000,42.0
1103,23,100,100,3000,0.04,0.7,93.0,3000,43.0
1104,24,100,100,3000,0.04,0.7,95.0,3000,42.0
1105,25,100,100,3000,0.04,0.7,93.0,3000,43.0
1106,26,100,100,3000,0.04,0.7,93.0,3000,43.0
1107,27,100,100,3000,0.04,0.7,95.0,3000,42.0
1108,28,100,100,3000,0.04,0.7,92.0,3000,42.0
1109,29,100,100,3000,0.04,0.7,95.0,3000,42.0
1110,0,100,100,3000,0.04,0.8,94.0,3000,42.0
1111,1,100,100,3000,0.04,0.8,94.0,3000,43.0
1112,2,100,100,3000,0.04,0.8,93.0,3000,43.0
1113,3,100,100,3000,0.04,0.8,94.0,3000,42.0
1114,4,100,100,3000,0.04,0.8,93.0,3000,42.0
1115,5,100,100,3000,0.04,0.8,92.0,3000,43.0
1116,6,100,100,3000,0.04,0.8,94.0,3000,43.0
1117,7,100,100,3000,0.04,0.8,93.0,3000,44.0
1118,8,100,100,3000,0.04,0.8,94.0,3000,43.0
1119,9,100,100,3000,0.04,0.8,94.0,3000,43.0
1120,10,100,100,3000,0.04,0.8,92.0,3000,42.0
1121,11,100,100,3000,0.04,0.8,95.0,3000,42.0
1122,12,100,100,3000,0.04,0.8,95.0,3000,43.0
1123,13,100,100,3000,0.04,0.8,94.0,3000,42.0
1124,14,100,100,3000,0.04,0.8,93.0,3000,42.0
1125,15,100,100,3000,0.04,0.8,93.0,3000,43.0
1126,16,100,100,3000,0.04,0.8,92.0,3000,42.0
1127,17,100,100,3000,0.04,0.8,92.0,3000,42.0
1128,18,100,100,3000,0.04,0.8,91.0,3000,41.0
1129,19,100,100,3000,0.04,0.8,92.0,3000,43.0
1130,20,100,100,3000,0.04,0.8,93.0,3000,42.0
1131,21,100,100,3000,0.04,0.8,96.0,3000,43.0
1132,22,100,100,3000,0.04,0.8,91.0,3000,43.0
1133,23,100,100,3000,0.04,0.8,93.0,3000,42.0
1134,24,100,100,3000,0.04,0.8,94.0,3000,43.0
1135,25,100,100,3000,0.04,0.8,95.0,3000,42.0
1136,26,100,100,3000,0.04,0.8,94.0,3000,42.0
1137,27,100,100,3000,0.04,0.8,94.0,3000,42.0
1138,28,100,100,3000,0.04,0.8,94.0,3000,43.0
1139,29,100,100,3000,0.04,0.8,94.0,3000,43.0
1140,0,100,100,3000,0.04,0.9,93.0,3000,45.0
1141,1,100,100,3000,0.04,0.9,96.0,3000,44.0
1142,2,100,100,3000,0.04,0.9,93.0,3000,44.0
1143,3,100,100,3000,0.04,0.9,93.0,3000,43.0
1144,4,100,100,3000,0.04,0.9,93.0,3000,42.0
1145,5,100,100,3000,0.04,0.9,94.0,3000,42.0
1146,6,100,100,3000,0.04,0.9,95.0,3000,43.0
1147,7,100,100,3000,0.04,0.9,94.0,3000,41.0
1148,8,100,100,3000,0.04,0.9,95.0,3000,43.0
1149,9,100,100,3000,0.04,0.9,95.0,3000,44.0
1150,10,100,100,3000,0.04,0.9,92.0,3000,43.0
1151,11,100,100,3000,0.04,0.9,95.0,3000,43.0
1152,12,100,100,3000,0.04,0.9,92.0,3000,42.0
1153,13,100,100,3000,0.04,0.9,92.0,3000,43.0
1154,14,100,100,3000,0.04,0.9,91.0,3000,43.0
1155,15,100,100,3000,0.04,0.9,94.0,3000,43.0
1156,16,100,100,3000,0.04,0.9,94.0,3000,42.0
1157,17,100,100,3000,0.04,0.9,94.0,3000,43.0
1158,18,100,100,3000,0.04,0.9,96.0,3000,42.0
1159,19,100,100,3000,0.04,0.9,94.0,3000,43.0
1160,20,100,100,3000,0.04,0.9,96.0,3000,43.0
1161,21,100,100,3000,0.04,0.9,95.0,3000,42.0
1162,22,100,100,3000,0.04,0.9,95.0,3000,42.0
1163,23,100,100,3000,0.04,0.9,94.0,3000,43.0
1164,24,100,100,3000,0.04,0.9,96.0,3000,42.0
1165,25,100,100,3000,0.04,0.9,93.0,3000,43.0
1166,26,100,100,3000,0.04,0.9,94.0,3000,42.0
1167,27,100,100,3000,0.04,0.9,93.0,3000,42.0
1168,28,100,100,3000,0.04,0.9,93.0,3000,43.0
1169,29,100,100,3000,0.04,0.9,95.0,3000,42.0
1170,0,100,100,3000,0.04,1.0,93.0,3000,43.0
1171,1,100,100,3000,0.04,1.0,93.0,3000,42.0
1172,2,100,100,3000,0.04,1.0,95.0,3000,44.0
1173,3,100,100,3000,0.04,1.0,96.0,3000,42.0
1174,4,100,100,3000,0.04,1.0,95.0,3000,42.0
1175,5,100,100,3000,0.04,1.0,94.0,3000,43.0
1176,6,100,100,3000,0.04,1.0,93.0,3000,44.0
1177,7,100,100,3000,0.04,1.0,94.0,3000,43.0
1178,8,100,100,3000,0.04,1.0,93.0,3000,43.0
1179,9,100,100,3000,0.04,1.0,96.0,3000,43.0
1180,10,100,100,3000,0.04,1.0,94.0,3000,42.0
1181,11,100,100,3000,0.04,1.0,93.0,3000,42.0
1182,12,100,100,3000,0.04,1.0,94.0,3000,43.0
1183,13,100,100,3000,0.04,1.0,95.0,3000,43.0
1184,14,100,100,3000,0.04,1.0,94.0,3000,43.0
1185,15,100,100,3000,0.04,1.0,95.0,3000,43.0
1186,16,100,100,3000,0.04,1.0,92.0,3000,43.0
1187,17,100,100,3000,0.04,1.0,95.0,3000,43.0
1188,18,100,100,3000,0.04,1.0,95.0,3000,43.0
1189,19,100,100,3000,0.04,1.0,97.0,3000,43.0
1190,20,100,100,3000,0.04,1.0,95.0,3000,41.0
1191,21,100,100,3000,0.04,1.0,95.0,3000,44.0
1192,22,100,100,3000,0.04,1.0,96.0,3000,43.0
1193,23,100,100,3000,0.04,1.0,94.0,3000,43.0
1194,24,100,100,3000,0.04,1.0,95.0,3000,42.0
1195,25,100,100,3000,0.04,1.0,93.0,3000,43.0
1196,26,100,100,3000,0.04,1.0,94.0,3000,42.0
1197,27,100,100,3000,0.04,1.0,94.0,3000,42.0
1198,28,100,100,3000,0.04,1.0,92.0,3000,42.0
1199,29,100,100,3000,0.04,1.0,96.0,3000,42.0
1200,0,100,100,3000,0.05,0.1,86.0,3000,42.0
1201,1,100,100,3000,0.05,0.1,88.0,3000,49.0
1202,2,100,100,3000,0.05,0.1,85.0,3000,43.0
1203,3,100,100,3000,0.05,0.1,86.0,3000,43.0
1204,4,100,100,3000,0.05,0.1,91.0,3000,43.0
1205,5,100,100,3000,0.05,0.1,88.0,3000,43.0
1206,6,100,100,3000,0.05,0.1,89.0,3000,43.0
1207,7,100,100,3000,0.05,0.1,89.0,3000,43.0
1208,8,100,100,3000,0.05,0.1,89.0,3000,41.0
1209,9,100,100,3000,0.05,0.1,86.0,3000,43.0
1210,10,100,100,3000,0.05,0.1,86.0,3000,44.0
1211,11,100,100,3000,0.05,0.1,87.0,3000,41.0
1212,12,100,100,3000,0.05,0.1,84.0,3000,42.0
1213,13,100,100,3000,0.05,0.1,88.0,3000,42.0
1214,14,100,100,3000,0.05,0.1,86.0,3000,41.0
1215,15,100,100,3000,0.05,0.1,85.0,3000,42.0
1216,16,100,100,3000,0.05,0.1,87.0,3000,42.0
1217,17,100,100,3000,0.05,0.1,87.0,3000,42.0
1218,18,100,100,3000,0.05,0.1,90.0,3000,42.0
1219,19,100,100,3000,0.05,0.1,89.0,3000,42.0
1220,20,100,100,3000,0.05,0.1,87.0,3000,43.0
1221,21,100,100,3000,0.05,0.1,86.0,3000,42.0
1222,22,100,100,3000,0.05,0.1,91.0,3000,43.0
1223,23,100,100,3000,0.05,0.1,86.0,3000,42.0
1224,24,100,100,3000,0.05,0.1,86.0,3000,43.0
1225,25,100,100,3000,0.05,0.1,87.0,3000,43.0
1226,26,100,100,3000,0.05,0.1,89.0,3000,44.0
1227,27,100,100,3000,0.05,0.1,85.0,3000,42.0
1228,28,100,100,3000,0.05,0.1,87.0,3000,43.0
1229,29,100,100,3000,0.05,0.1,87.0,3000,42.0
1230,0,100,100,3000,0.05,0.2,87.0,3000,43.0
1231,1,100,100,3000,0.05,0.2,89.0,3000,42.0
1232,2,100,100,3000,0.05,0.2,87.0,3000,42.0
1233,3,100,100,3000,0.05,0.2,89.0,3000,41.0
1234,4,100,100,3000,0.05,0.2,88.0,3000,42.0
1235,5,100,100,3000,0.05,0.2,88.0,3000,43.0
1236,6,100,100,3000,0.05,0.2,89.0,3000,43.0
1237,7,100,100,3000,0.05,0.2,86.0,3000,43.0
1238,8,100,100,3000,0.05,0.2,88.0,3000,43.0
1239,9,100,100,3000,0.05,0.2,89.0,3000,43.0
1240,10,100,100,3000,0.05,0.2,88.0,3000,42.0
1241,11,100,100,3000,0.05,0.2,87.0,3000,43.0
1242,12,100,100,3000,0.05,0.2,87.0,3000,43.0
1243,13,100,100,3000,0.05,0.2,88.0,3000,43.0
1244,14,100,100,3000,0.05,0.2,87.0,3000,43.0
1245,15,100,100,3000,0.05,0.2,88.0,3000,43.0
1246,16,100,100,3000,0.05,0.2,88.0,3000,43.0
1247,17,100,100,3000,0.05,0.2,87.0,3000,43.0
1248,18,100,100,3000,0.05,0.2,91.0,3000,43.0
1249,19,100,100,3000,0.05,0.2,89.0,3000,42.0
1250,20,100,100,3000,0.05,0.2,88.0,3000,43.0
1251,21,100,100,3000,0.05,0.2,89.0,3000,42.0
1252,22,100,100,3000,0.05,0.2,90.0,3000,44.0
1253,23,100,100,3000,0.05,0.2,88.0,3000,43.0
1254,24,100,100,3000,0.05,0.2,88.0,3000,46.0
1255,25,100,100,3000,0.05,0.2,90.0,3000,44.0
1256,26,100,100,3000,0.05,0.2,86.0,3000,47.0
1257,27,100,100,3000,0.05,0.2,87.0,3000,60.0
1258,28,100,100,3000,0.05,0.2,88.0,3000,47.0
1259,29,100,100,3000,0.05,0.2,89.0,3000,43.0
1260,0,100,100,3000,0.05,0.3,91.0,3000,42.0
1261,1,100,100,3000,0.05,0.3,88.0,3000,43.0
1262,2,100,100,3000,0.05,0.3,88.0,3000,43.0
1263,3,100,100,3000,0.05,0.3,88.0,3000,53.0
1264,4,100,100,3000,0.05,0.3,90.0,3000,78.0
1265,5,100,100,3000,0.05,0.3,88.0,3000,44.0
1266,6,100,100,3000,0.05,0.3,89.0,3000,47.0
1267,7,100,100,3000,0.05,0.3,88.0,3000,44.0
1268,8,100,100,3000,0.05,0.3,89.0,3000,44.0
1269,9,100,100,3000,0.05,0.3,87.0,3000,46.0
1270,10,100,100,3000,0.05,0.3,89.0,3000,44.0
1271,11,100,100,3000,0.05,0.3,88.0,3000,43.0
1272,12,100,100,3000,0.05,0.3,92.0,3000,42.0
1273,13,100,100,3000,0.05,0.3,91.0,3000,44.0
1274,14,100,100,3000,0.05,0.3,90.0,3000,42.0
1275,15,100,100,3000,0.05,0.3,89.0,3000,42.0
1276,16,100,100,3000,0.05,0.3,92.0,3000,42.0
1277,17,100,100,3000,0.05,0.3,88.0,3000,42.0
1278,18,100,100,3000,0.05,0.3,88.0,3000,43.0
1279,19,100,100,3000,0.05,0.3,89.0,3000,42.0
1280,20,100,100,3000,0.05,0.3,90.0,3000,43.0
1281,21,100,100,3000,0.05,0.3,90.0,3000,43.0
1282,22,100,100,3000,0.05,0.3,91.0,3000,44.0
1283,23,100,100,3000,0.05,0.3,88.0,3000,41.0
1284,24,100,100,3000,0.05,0.3,88.0,3000,41.0
1285,25,100,100,3000,0.05,0.3,89.0,3000,42.0
1286,26,100,100,3000,0.05,0.3,90.0,3000,43.0
1287,27,100,100,3000,0.05,0.3,89.0,3000,43.0
1288,28,100,100,3000,0.05,0.3,88.0,3000,42.0
1289,29,100,100,3000,0.05,0.3,87.0,3000,43.0
1290,0,100,100,3000,0.05,0.4,92.0,3000,43.0
1291,1,100,100,3000,0.05,0.4,88.0,3000,43.0
1292,2,100,100,3000,0.05,0.4,88.0,3000,42.0
1293,3,100,100,3000,0.05,0.4,87.0,3000,41.0
1294,4,100,100,3000,0.05,0.4,88.0,3000,43.0
1295,5,100,100,3000,0.05,0.4,90.0,3000,44.0
1296,6,100,100,3000,0.05,0.4,90.0,3000,43.0
1297,7,100,100,3000,0.05,0.4,88.0,3000,43.0
1298,8,100,100,3000,0.05,0.4,90.0,3000,42.0
1299,9,100,100,3000,0.05,0.4,90.0,3000,42.0
1300,10,100,100,3000,0.05,0.4,92.0,3000,43.0
1301,11,100,100,3000,0.05,0.4,88.0,3000,42.0
1302,12,100,100,3000,0.05,0.4,90.0,3000,43.0
1303,13,100,100,3000,0.05,0.4,89.0,3000,44.0
1304,14,100,100,3000,0.05,0.4,91.0,3000,41.0
1305,15,100,100,3000,0.05,0.4,88.0,3000,43.0
1306,16,100,100,3000,0.05,0.4,88.0,3000,43.0
1307,17,100,100,3000,0.05,0.4,91.0,3000,43.0
1308,18,100,100,3000,0.05,0.4,90.0,3000,44.0
1309,19,100,100,3000,0.05,0.4,90.0,3000,44.0
1310,20,100,100,3000,0.05,0.4,92.0,3000,42.0
1311,21,100,100,3000,0.05,0.4,89.0,3000,43.0
1312,22,100,100,3000,0.05,0.4,86.0,3000,42.0
1313,23,100,100,3000,0.05,0.4,89.0,3000,46.0
1314,24,100,100,3000,0.05,0.4,89.0,3000,43.0
1315,25,100,100,3000,0.05,0.4,90.0,3000,43.0
1316,26,100,100,3000,0.05,0.4,88.0,3000,43.0
1317,27,100,100,3000,0.05,0.4,90.0,3000,41.0
1318,28,100,100,3000,0.05,0.4,92.0,3000,42.0
1319,29,100,100,3000,0.05,0.4,91.0,3000,44.0
1320,0,100,100,3000,0.05,0.5,91.0,3000,42.0
1321,1,100,100,3000,0.05,0.5,90.0,3000,44.0
1322,2,100,100,3000,0.05,0.5,88.0,3000,48.0
1323,3,100,100,3000,0.05,0.5,89.0,3000,44.0
1324,4,100,100,3000,0.05,0.5,91.0,3000,42.0
1325,5,100,100,3000,0.05,0.5,90.0,3000,43.0
1326,6,100,100,3000,0.05,0.5,91.0,3000,44.0
1327,7,100,100,3000,0.05,0.5,92.0,3000,67.0
1328,8,100,100,3000,0.05,0.5,90.0,3000,45.0
1329,9,100,100,3000,0.05,0.5,90.0,3000,46.0
1330,10,100,100,3000,0.05,0.5,92.0,3000,44.0
1331,11,100,100,3000,0.05,0.5,92.0,3000,42.0
1332,12,100,100,3000,0.05,0.5,89.0,3000,43.0
1333,13,100,100,3000,0.05,0.5,89.0,3000,44.0
1334,14,100,100,3000,0.05,0.5,90.0,3000,43.0
1335,15,100,100,3000,0.05,0.5,91.0,3000,44.0
1336,16,100,100,3000,0.05,0.5,90.0,3000,43.0
1337,17,100,100,3000,0.05,0.5,89.0,3000,42.0
1338,18,100,100,3000,0.05,0.5,90.0,3000,45.0
1339,19,100,100,3000,0.05,0.5,90.0,3000,43.0
1340,20,100,100,3000,0.05,0.5,90.0,3000,43.0
1341,21,100,100,3000,0.05,0.5,90.0,3000,45.0
1342,22,100,100,3000,0.05,0.5,90.0,3000,44.0
1343,23,100,100,3000,0.05,0.5,91.0,3000,45.0
1344,24,100,100,3000,0.05,0.5,90.0,3000,42.0
1345,25,100,100,3000,0.05,0.5,92.0,3000,43.0
1346,26,100,100,3000,0.05,0.5,89.0,3000,43.0
1347,27,100,100,3000,0.05,0.5,90.0,3000,42.0
1348,28,100,100,3000,0.05,0.5,90.0,3000,43.0
1349,29,100,100,3000,0.05,0.5,93.0,3000,43.0
1350,0,100,100,3000,0.05,0.6,92.0,3000,44.0
1351,1,100,100,3000,0.05,0.6,91.0,3000,45.0
1352,2,100,100,3000,0.05,0.6,89.0,3000,43.0
1353,3,100,100,3000,0.05,0.6,93.0,3000,44.0
1354,4,100,100,3000,0.05,0.6,92.0,3000,43.0
1355,5,100,100,3000,0.05,0.6,90.0,3000,43.0
1356,6,100,100,3000,0.05,0.6,93.0,3000,45.0
1357,7,100,100,3000,0.05,0.6,92.0,3000,44.0
1358,8,100,100,3000,0.05,0.6,90.0,3000,44.0
1359,9,100,100,3000,0.05,0.6,90.0,3000,42.0
1360,10,100,100,3000,0.05,0.6,89.0,3000,43.0
1361,11,100,100,3000,0.05,0.6,94.0,3000,43.0
1362,12,100,100,3000,0.05,0.6,91.0,3000,44.0
1363,13,100,100,3000,0.05,0.6,91.0,3000,44.0
1364,14,100,100,3000,0.05,0.6,90.0,3000,42.0
1365,15,100,100,3000,0.05,0.6,90.0,3000,44.0
1366,16,100,100,3000,0.05,0.6,91.0,3000,43.0
1367,17,100,100,3000,0.05,0.6,90.0,3000,43.0
1368,18,100,100,3000,0.05,0.6,93.0,3000,42.0
1369,19,100,100,3000,0.05,0.6,91.0,3000,43.0
1370,20,100,100,3000,0.05,0.6,90.0,3000,44.0
1371,21,100,100,3000,0.05,0.6,90.0,3000,43.0
1372,22,100,100,3000,0.05,0.6,92.0,3000,42.0
1373,23,100,100,3000,0.05,0.6,93.0,3000,43.0
1374,24,100,100,3000,0.05,0.6,89.0,3000,42.0
1375,25,100,100,3000,0.05,0.6,90.0,3000,43.0
1376,26,100,100,3000,0.05,0.6,89.0,3000,43.0
1377,27,100,100,3000,0.05,0.6,91.0,3000,43.0
1378,28,100,100,3000,0.05,0.6,91.0,3000,43.0
